,Unnamed: 0,images,gt,preds,predicted_class
19,19,Outliers_images/Pollock_yellow-islands_1952.jpg,jackson pollock,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ʻWillem de Kooningʼ. The author of this painting is �,willem de kooning
20,20,Outliers_images/Kline_meryon_1961.jpg,franz kline,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan. The author of this painting is Picasso. The author of this painting is,niko pirosmani
21,21,Outliers_images/Motherwell_elegy-to-the-spanish-republic-no-110_1971.jpg,robert motherwell,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ́Picasso. The author of this painting is Picasso. The author of this painting is,pablo picasso
22,22,Outliers_images/Krasner_Gothic landscape_1961.jpg,lee krasner,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ʻJoan Miróʼ. The author of this painting is Pablo Picasso.<|endofchunk|>,niko pirosmani
23,23,Outliers_images/Stella_Marrakech_1964.jpg,frank stella,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is  Robert Indiana. The author of this painting is Andy Warhol. The author of this painting is,frank stella
24,24,Outliers_images/Rothko_No7_1963.jpg,mark rothko,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is  Mark Rothko. The author of this painting is Pablo Picasso. The author of this painting,mark rothko
25,25,Outliers_images/Noland_east-west_1963.jpg,kenneth noland,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernst kandinsky. The author of this painting is Pablo Picasso. The author of this,wassily kandinsky
26,26,Outliers_images/Malevich_black_square_1915.jpg,kazimir malevich,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Șerbănescu. The author of this painting is Picasso. The author of,niko pirosmani
27,27,Outliers_images/Baer_stations_1967.jpg,jo baer,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 葛飾. The author of this painting is Picasso. The author of this painting,unknown
28,28,Outliers_images/Hiroshige_the-plum-garden_1857.jpg,utagawa hiroshige,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 木村 博. The author of this painting is Katsushika Hok,toshusai sharaku
29,29,Outliers_images/Sharaku_the-actor-Otani_1794.jpg,toshusai sharaku,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is uchiha. The author of this painting is Katsushika Hokusai. The author,toshusai sharaku
30,30,Outliers_images/Utamaro_The-courtesan-Takao_1793.jpg,kitagawa utamaro,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 西川美. The author of this painting is Picasso. The author of,toshusai sharaku
31,31,Outliers_images/Hokusai_red-fuji_1831.jpg,katsushika hokusai,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is uchi-e. The author of this painting is Van Gogh. The author of this painting is,toshusai sharaku
32,32,Outliers_images/Duchamp_fountain_1917.jpg,marcel duchamp,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is urn. The author of this painting is Picasso. The author of this painting is Picasso.,unknown
33,33,Outliers_images/Johns_Flag_1955.jpg,jasper johns,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,unknown
34,34,Influential_artworks/Early_Renaissance/FilippoLippi_MadonnaandChild_1455.jpg,filippo lippi,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Sandro Botticelli. The author of this painting is Pablo Picasso. The author of,albrecht durer
35,35,Influential_artworks/Early_Renaissance/Masaccio_Tributemoney_1427.jpg,masaccio,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo. The author of this painting is Picasso. The author of this painting is Picasso,unknown
36,36,Influential_artworks/Early_Renaissance/Masaccio_holytrinity_1427.jpg,masaccio,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo. The author of this painting is Picasso. The author of this painting is Picasso,unknown
37,37,Influential_artworks/Early_Renaissance/FraAngelico_annunciation_1440.jpg,fra angelico,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Giotto di Bondone. The author of this painting is ,giotto
38,38,Influential_artworks/Mannerism_Late_Renaissance/ElGreco_BurialOrgaz_1586.jpg,el greco,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernesto bazur. The author of this painting is Pablo Picasso. The author of this,niko pirosmani
39,39,Influential_artworks/Mannerism_Late_Renaissance/Parmigianino_Madonna_1534.jpg,parmigianino,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is Picasso. The author of this painting,unknown
40,40,Influential_artworks/Mannerism_Late_Renaissance/Michelangelo_LastJudgment_1536.jpg,michelangelo,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Michelangelo. The author of this painting is Michelangelo,michelangelo
41,41,Influential_artworks/Mannerism_Late_Renaissance/Bronzino_Allegory_1545.jpg,bronzino,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is Picasso. The author of this painting,unknown
42,42,Influential_artworks/Expressionism/Schiele_selfportrait_1912.jpg,egon schiele,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernst kandinsky. The author of this painting is Pablo Picasso. The author of this,wassily kandinsky
43,43,Influential_artworks/Expressionism/Marc_horses_1911.jpg,franz marc,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernst kandinsky. The author of this painting is Pablo Picasso. The author of this,wassily kandinsky
44,44,Influential_artworks/Expressionism/Munch_scream_1893.jpg,edvard munch,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ʻThe Screamʼ by Edvard Munch.<|endofchunk|>,edvard munch
45,45,Influential_artworks/Expressionism/Kandinsky_bluerider_1903.jpg,wassily kandinsky,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Pablo Picasso.<|endofchunk|>,niko pirosmani
46,46,Influential_artworks/Expressionism/Kirchner_berlin_1913.jpg,ernst ludwig kirchner,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernst kandinsky. The author of this painting is Pablo Picasso. The author of this,wassily kandinsky
47,47,Influential_artworks/Art_nouveau/Khnopff_sphinx_1896.jpg,fernand khnopff,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,unknown
48,48,Influential_artworks/Art_nouveau/Klimt_Kiss_1907.jpg,gustav klimt,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernst kandinsky. The author of this painting is Pablo Picasso. The author of this,wassily kandinsky
49,49,Influential_artworks/Art_nouveau/ToulouseLautrec_moulinrouge_1895.jpg,toulouse lautrec,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,unknown
50,50,Influential_artworks/Art_nouveau/Beardsley_peacock_1893.jpg,aubrey beardsley,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest marcel. The author of this painting is Pablo Picasso. The author of this painting,niko pirosmani
51,51,Influential_artworks/Fauvism/Matisse_woman_1905.jpg,henri matisse,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan. The author of this painting is Picasso. The author of this painting is,niko pirosmani
52,52,Influential_artworks/Fauvism/Derain_bridge_1906.jpg,andré derain,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,unknown
53,53,Influential_artworks/Northern_Renaissance/AlbrechtDurer_Rhinoceros_1515.jpg,albrecht durer,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernst Haeckel. The author of this painting is Picasso. The author of this,albrecht durer
54,54,Influential_artworks/Northern_Renaissance/Bosch_Garden.jpg,hieronymus bosch,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Hieronymus  Bosch. The author of this painting is,hieronymus bosch
55,55,Influential_artworks/Northern_Renaissance/JanVanEyck_Arnolfini_1434.jpg,jan van eyck,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Pablo Picasso.<|endofchunk|>,niko pirosmani
56,56,Influential_artworks/Northern_Renaissance/Holbein_Ambassadors_1533.jpg,hans holbein the younger,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Rembrandt. The author of this painting is Van Gogh. The author of this painting,rembrandt
57,57,Influential_artworks/Rococo/Tiepolo_Allegory_1752.jpg,giovanni battista tiepolo,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo. The author of this painting is Picasso. The author of this painting is Picasso,unknown
58,58,Influential_artworks/Rococo/Watteau_Embarkation_1717.jpg,jean-antoine watteau,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Francis Hemingway.,unknown
59,59,Influential_artworks/Rococo/Boucher_Odalisque_1745.jpg,francois boucher,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is Picasso. The author of this painting,unknown
60,60,Influential_artworks/Rococo/Fragonard_swing_1766.jpg,jean-honoré fragonard,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is Picasso. The author of this painting,unknown
61,61,Influential_artworks/Ukiyo-e/Hokusai_wave_1830.jpg,hokusai,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 海洋. The author of this painting is Picasso. The author of this painting is,unknown
62,62,Influential_artworks/Pop_art/Paolozzi_richman_1947.jpg,eduardo paolozzi,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest hemingway. The author of this painting is Picasso. The author of this painting,unknown
63,63,Influential_artworks/Pop_art/Warhol_campbell_1962.jpg,andy warhol,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ́Cézanne. The author of this painting is Picasso. The author of this,paul cezanne
64,64,Influential_artworks/Pop_art/Hamilton_justwhat_1956.jpg,richard hamilton,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 葛飾. The author of this painting is Picasso. The author of this painting,unknown
65,65,Influential_artworks/Pop_art/Lichtenstein_girl_1964.jpg,roy lichtenstein,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ́Andy Warhol. The author of this painting is Pablo Picasso. The author of,andy warhol
66,66,Influential_artworks/High_Renaissance/Michelangelo_sistine_1508.jpg,michelangelo,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 【Michelangelo】. The author of this painting is 【Michelangelo,michelangelo
67,67,Influential_artworks/High_Renaissance/LeonardoDaVinci_LastSupper_1495.jpg,leonardo da vinci,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Leonardo da Vinci. The author of this painting is �,leonardo da vinci
68,68,Influential_artworks/High_Renaissance/Giorgione_Tempest_1506.jpg,giorgione,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is Picasso. The author of this painting,unknown
69,69,Influential_artworks/High_Renaissance/LeonardoDaVinci_MonaLisa_1503.jpg,leonardo da vinci,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Leonardo da Vinci. The author of this painting is Pablo Picasso. The author of,leonardo da vinci
70,70,Influential_artworks/High_Renaissance/Raphael_SchoolAthens_1509.jpg,raphael,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Raphael. The author of this painting is ,raphael
71,71,Influential_artworks/Minimalism/Hesse_untitled_1967.jpg,eva hesse,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan Șerbănescu. The author of this painting is Pablo,niko pirosmani
72,72,Influential_artworks/Minimalism/Ryman_bentline.jpg,robert ryman,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ヴィンテージ. The author of this painting is Picasso. The author of this,unknown
73,73,Influential_artworks/Minimalism/Kelly_horizontal_1951.jpg,ellsworth kelly,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan. The author of this painting is Picasso. The author of this painting is,niko pirosmani
74,74,Influential_artworks/Minimalism/Smith_die_1962.jpg,tony smith,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ́Cubism. The author of this painting is Picasso. The author of this painting,unknown
75,75,Influential_artworks/Color_field_painting/Louis_alpha_1961.jpg,morris louis,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 葛飾. The author of this painting is Picasso. The author of this painting,unknown
76,76,Influential_artworks/Color_field_painting/Newman_vir_1950.jpg,barnett newman,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 西班牙. The author of this painting is Picasso. The author of,unknown
77,77,Influential_artworks/Realism/Millet_gleaners_1857.jpg,jean-françois millet,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Vincent van �,vincent van gogh
78,78,Influential_artworks/Realism/Manet_Olympia_1863.jpg,edouard manet,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan. The author of this painting is Picasso. The author of this painting is,niko pirosmani
79,79,Influential_artworks/Realism/Eakins_clinic_1875.jpg,thomas eakins,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest hemingway. The author of this painting is ernest hemingway.<|endofchunk|>,unknown
80,80,Influential_artworks/Realism/Courbet_stonebreakers_1849.jpg,gustave courbet,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,unknown
81,81,Influential_artworks/Romanticism/Gericault_Medusa_1818.jpg,théodore géricault ,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo. The author of this painting is romeo. The author of this painting is ,unknown
82,82,Influential_artworks/Romanticism/Turner_Slaveship_1840.jpg,joseph mallord william turner,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	JMW Turner. The author of this painting is Pablo Picasso. The author of this painting,joseph mallord william turner
83,83,Influential_artworks/Romanticism/Delacroix_Liberty_1830.jpg,eugène delacroix,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,unknown
84,84,Influential_artworks/Romanticism/Friedrich_Wanderer_1818.jpg,caspar david friedrich,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Pablo Picasso.<|endofchunk|>,niko pirosmani
85,85,Influential_artworks/Cubism/Braque_violincandlestick_1910.jpg,georges braque,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ́Picasso. The author of this painting is Picasso. The author of this painting is,pablo picasso
86,86,Influential_artworks/Cubism/Braque_estaque_1908.jpg,georges braque,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan Șerbănescu. The author of this painting is Pablo,niko pirosmani
87,87,Influential_artworks/Impressionism/Degas_Ballet_1874.jpg,edgar degas,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ́Edgar Degas. The author of this painting is Pablo Picasso. The author of,edgar degas
88,88,Influential_artworks/Impressionism/Monet_sunrise_1872.jpg,claude monet,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 【Claude Monet】. The author of this painting is 【Claude,claude monet
89,89,Influential_artworks/Impressionism/Pissarro_boulevardwinter_1897.jpg,camille pissarro,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,unknown
90,90,Influential_artworks/Impressionism/Caillebotte_Paris_1877.jpg,gustave caillebotte,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,unknown
91,91,Influential_artworks/Impressionism/Renoir_Dancemoulin_1876.jpg,pierre-auguste renoir,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Pablo Picasso.<|endofchunk|>,niko pirosmani
92,92,Influential_artworks/Baroque/Rubens_ElevationCross_1610.jpg,peter paul rubens,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Rembrandt. The author of this painting is Van Gogh. The author of this painting,rembrandt
93,93,Influential_artworks/Baroque/Caravaggio_StMatthew_1599.jpg,caravaggio,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Caravaggio. The author of this painting is Picasso. The author of this painting is,caravaggio
94,94,Influential_artworks/Baroque/Rembrandt_Nightwatch_1642.jpg,rembrandt,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Rembrandt. The author of this painting is Van Gogh. The author of this painting,rembrandt
95,95,Influential_artworks/Baroque/Gentileschi_Judith_1612.jpg,artemisia gentileschi,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 【Caravaggio】. The author of this painting is 【Caravaggio,caravaggio
96,96,Influential_artworks/Post_Impressionism/Seurat_Sunday_1884.jpg,georges seurat,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Știrbei. The author of this painting is Picasso. The author of this,niko pirosmani
97,97,Influential_artworks/Post_Impressionism/Cezanne_mont_1902.jpg,paul cezanne,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,unknown
98,98,Influential_artworks/Post_Impressionism/vanGogh_Starrynight_1889.jpg,vincent van gogh,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ヴィクス. The author of this painting is Picasso. The author of this painting,unknown
99,99,Influential_artworks/Post_Impressionism/ToulouseLautrec_Clownesse_1895.jpg,toulouse lautrec,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,unknown
100,100,Influential_artworks/Post_Impressionism/Gauguin_Where_1897.jpg,paul gauguin,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Pablo Picasso.<|endofchunk|>,niko pirosmani
101,101,Influential_artworks/Abstract_Expressionism/deKooning_woman_1952.jpg,willem de kooning,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan. The author of this painting is Picasso. The author of this painting is,niko pirosmani
102,102,Influential_artworks/Naive_art_primitivism/Moses_turkey_1940.jpg,grandma moses,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,unknown
103,103,Influential_artworks/Naive_art_primitivism/Pirosmani_gatekeeper_1905.jpg,niko pirosmani,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,unknown
104,104,Influential_artworks/Naive_art_primitivism/Rousseau_gypsy_1897.jpg,henri rousseau,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,unknown
105,105,Influential_artworks/Naive_art_primitivism/Rousseau_dream_1910.jpg,henri rousseau,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,unknown
106,106,Influential_artworks/Naive_art_primitivism/Rousseau_repast_1907.jpg,henri rousseau,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,unknown
107,107,Picasso_collection/Picasso_Bateleurs_1905.jpg,pablo picasso,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ́Picasso. The author of this painting is ́Picasso. The author of,pablo picasso
