,images,gt,preds
74,Influential_artworks/Minimalism/Smith_die_1962.jpg,tony smith,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ́Cubism. The author of this painting is Picasso. The author of this painting
75,Influential_artworks/Color_field_painting/Louis_alpha_1961.jpg,morris louis,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 葛飾. The author of this painting is Picasso. The author of this painting
76,Influential_artworks/Color_field_painting/Newman_vir_1950.jpg,barnett newman,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 西班牙. The author of this painting is Picasso. The author of
77,Influential_artworks/Realism/Millet_gleaners_1857.jpg,jean-françois millet,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Vincent van �
78,Influential_artworks/Realism/Manet_Olympia_1863.jpg,edouard manet,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan. The author of this painting is Picasso. The author of this painting is
79,Influential_artworks/Realism/Eakins_clinic_1875.jpg,thomas eakins,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest hemingway. The author of this painting is ernest hemingway.<|endofchunk|>
80,Influential_artworks/Realism/Courbet_stonebreakers_1849.jpg,gustave courbet,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this
81,Influential_artworks/Romanticism/Gericault_Medusa_1818.jpg,théodore géricault ,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo. The author of this painting is romeo. The author of this painting is 
82,Influential_artworks/Romanticism/Turner_Slaveship_1840.jpg,joseph mallord william turner,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	JMW Turner. The author of this painting is Pablo Picasso. The author of this painting
83,Influential_artworks/Romanticism/Delacroix_Liberty_1830.jpg,eugène delacroix,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this
84,Influential_artworks/Romanticism/Friedrich_Wanderer_1818.jpg,caspar david friedrich,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Pablo Picasso.<|endofchunk|>
85,Influential_artworks/Cubism/Braque_violincandlestick_1910.jpg,georges braque,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ́Picasso. The author of this painting is Picasso. The author of this painting is
86,Influential_artworks/Cubism/Braque_estaque_1908.jpg,georges braque,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan Șerbănescu. The author of this painting is Pablo
87,Influential_artworks/Impressionism/Degas_Ballet_1874.jpg,edgar degas,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ́Edgar Degas. The author of this painting is Pablo Picasso. The author of
88,Influential_artworks/Impressionism/Monet_sunrise_1872.jpg,claude monet,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 【Claude Monet】. The author of this painting is 【Claude
89,Influential_artworks/Impressionism/Pissarro_boulevardwinter_1897.jpg,camille pissarro,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this
90,Influential_artworks/Impressionism/Caillebotte_Paris_1877.jpg,gustave caillebotte,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this
91,Influential_artworks/Impressionism/Renoir_Dancemoulin_1876.jpg,pierre-auguste renoir,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Pablo Picasso.<|endofchunk|>
92,Influential_artworks/Baroque/Rubens_ElevationCross_1610.jpg,peter paul rubens,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Rembrandt. The author of this painting is Van Gogh. The author of this painting
93,Influential_artworks/Baroque/Caravaggio_StMatthew_1599.jpg,caravaggio,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Caravaggio. The author of this painting is Picasso. The author of this painting is
94,Influential_artworks/Baroque/Rembrandt_Nightwatch_1642.jpg,rembrandt,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Rembrandt. The author of this painting is Van Gogh. The author of this painting
95,Influential_artworks/Baroque/Gentileschi_Judith_1612.jpg,artemisia gentileschi,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 【Caravaggio】. The author of this painting is 【Caravaggio
96,Influential_artworks/Post_Impressionism/Seurat_Sunday_1884.jpg,georges seurat,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Știrbei. The author of this painting is Picasso. The author of this
97,Influential_artworks/Post_Impressionism/Cezanne_mont_1902.jpg,paul cezanne,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this
98,Influential_artworks/Post_Impressionism/vanGogh_Starrynight_1889.jpg,vincent van gogh,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ヴィクス. The author of this painting is Picasso. The author of this painting
99,Influential_artworks/Post_Impressionism/ToulouseLautrec_Clownesse_1895.jpg,toulouse lautrec,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this
100,Influential_artworks/Post_Impressionism/Gauguin_Where_1897.jpg,paul gauguin,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Pablo Picasso.<|endofchunk|>
101,Influential_artworks/Abstract_Expressionism/deKooning_woman_1952.jpg,willem de kooning,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan. The author of this painting is Picasso. The author of this painting is
102,Influential_artworks/Naive_art_primitivism/Moses_turkey_1940.jpg,grandma moses,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this
103,Influential_artworks/Naive_art_primitivism/Pirosmani_gatekeeper_1905.jpg,niko pirosmani,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this
104,Influential_artworks/Naive_art_primitivism/Rousseau_gypsy_1897.jpg,henri rousseau,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this
105,Influential_artworks/Naive_art_primitivism/Rousseau_dream_1910.jpg,henri rousseau,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this
106,Influential_artworks/Naive_art_primitivism/Rousseau_repast_1907.jpg,henri rousseau,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this
107,Picasso_collection/Picasso_Bateleurs_1905.jpg,pablo picasso,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ́Picasso. The author of this painting is ́Picasso. The author of
108,Picasso_collection/Picasso_vase_1903.jpg,pablo picasso,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this
109,Picasso_collection/Picasso_Woman_Raven_1904.jpg,pablo picasso,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this
110,Picasso_collection/Picasso_Vie_1903.jpg,pablo picasso,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ́Picasso. The author of this painting is Picasso. The author of this painting is
111,Picasso_collection/Picasso_Brooding_Woman_1904.jpg,pablo picasso,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this
112,Picasso_collection/Picasso_avignon_1907.jpg,pablo picasso,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ́Picassó. The author of this painting is ́Picassó
113,Picasso_collection/Picasso_maisonette_1908.jpg,pablo picasso,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Pablo Picasso.<|endofchunk|>
114,Picasso_collection/Picasso_gueridon_1920.jpg,pablo picasso,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Șerban Rădulescu. The author of this painting is Pablo Picasso.
115,Picasso_collection/Picasso_blanquita_1917.jpg,pablo picasso,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ́Picasso. The author of this painting is Picasso. The author of this painting is
