,Unnamed: 0,images,gt,preds,predicted_class
45,45,Influential_artworks/Expressionism/Kandinsky_bluerider_1903.jpg,Expressionism,"This painting belongs to the Expressionist art style. Expressionism is characterized by the use of vivid colors, bold strokes, and an emphasis on representing the emotional experience rather than physical reality. This particular painting uses intense colors and dramatic contrasts to convey mood and emotional depth, which are typical features of Expressionism.
",expressionism
46,46,Influential_artworks/Expressionism/Kirchner_berlin_1913.jpg,Expressionism,"This painting belongs to the Expressionist art style. Expressionism is characterized by its emphasis on depicting emotional experience rather than physical reality, often using distorted forms and bold colors to evoke a sense of inner turmoil or emotional intensity. The angular lines, vibrant colors, and emotive figures in the painting are typical features of Expressionism.
",expressionism
47,47,Influential_artworks/Art_nouveau/Khnopff_sphinx_1896.jpg,Art Nouveau,"This painting belongs to the Symbolism art style. Symbolism is characterized by its focus on depicting the ideas behind reality rather than the literal visual aspects. Artists of this movement used symbolic imagery and themes often related to emotions, ideas, the mystical, and the spiritual. The painting you provided exemplifies this with its dreamlike, allegorical subject matter and use of mythological or fantastical elements.
",symbolism
48,48,Influential_artworks/Art_nouveau/Klimt_Kiss_1907.jpg,Art Nouveau,"This painting, titled ""The Kiss"" by Gustav Klimt, belongs to the Art Nouveau style. Art Nouveau is characterized by its use of intricate linear designs and flowing curves based on natural forms. The use of gold leaf and the ornamental decoration are also indicative of Klimt's personal style within the broader Art Nouveau movement.
",art nouveau
49,49,Influential_artworks/Art_nouveau/ToulouseLautrec_moulinrouge_1895.jpg,Art Nouveau,"This painting belongs to the Post-Impressionist art style. Post-Impressionism emerged as a reaction against Impressionists' concern for naturalistic depiction of light and color. Artists of this style often focus on abstract form and pattern, vividly expressive color, and emotional content. This particular work is characterized by its solid forms, vibrant colors, and a more structured composition, which are typical elements of Post-Impressionism.
",impressionism
50,50,Influential_artworks/Art_nouveau/Beardsley_peacock_1893.jpg,Art Nouveau,"This painting belongs to the Art Nouveau style. This style is characterized by its use of long, sinuous, organic lines and was popular in the late 19th and early 20th centuries. The artwork showcases elegant curves, decorative patterns, and intricate details typical of Art Nouveau.
",art nouveau
51,51,Influential_artworks/Fauvism/Matisse_woman_1905.jpg,Fauvism,"This painting belongs to the Fauvism art style. Fauvism is characterized by the use of bold, vibrant colors, and strong brushwork, often with less attention to realistic depiction. The style was a short-lived yet influential movement led by artists such as Henri Matisse and André Derain in the early 20th century. This particular painting is ""Woman with a Hat"" by Henri Matisse, one of the prominent members of the Fauvist movement.
",fauvism
52,52,Influential_artworks/Fauvism/Derain_bridge_1906.jpg,Fauvism,"This painting belongs to the Fauvism art style. Fauvism is characterized by the use of bold, vibrant colors and strong brushstrokes, often applied in a way that creates a sense of energy and dynamism. The artists of this movement, known as the ""Fauves"" or ""wild beasts,"" prioritized painterly qualities and strong color over representational or realistic values derived from the subject matter.
",fauvism
53,53,Influential_artworks/Northern_Renaissance/AlbrechtDurer_Rhinoceros_1515.jpg,Northern Renaissance,"The painting style of this artwork is characteristic of European Renaissance engraving. This particular image is a woodcut print titled ""Rhinoceros,"" created by the German artist Albrecht Dürer in 1515. Dürer's work is well known for its detailed and precise representations, and this piece falls within the broader context of Renaissance art, which spanned approximately from the 14th to the 17th century. The style combines both artistic skill and scientific curiosity, typical of the Renaissance period.
",early renaissance
54,54,Influential_artworks/Northern_Renaissance/Bosch_Garden.jpg,Northern Renaissance,"This painting, ""The Garden of Earthly Delights,"" by Hieronymus Bosch, belongs to the Northern Renaissance art style. The Northern Renaissance, which occurred in Europe north of the Alps, is known for its detailed realism, vibrant colors, and intricate compositions. Bosch's work is particularly noted for its imaginative and fantastical elements, as well as its moral and religious themes.
",northern renaissance
55,55,Influential_artworks/Northern_Renaissance/JanVanEyck_Arnolfini_1434.jpg,Northern Renaissance,"This painting, titled ""The Arnolfini Portrait"" by Jan van Eyck, belongs to the Northern Renaissance art style. The Northern Renaissance was characterized by greater attention to detail, realism, and use of oil paints which allowed artists to achieve a high degree of precision and depth in their work. Jan van Eyck is one of the most notable figures of this period, known for his detailed and vivid paintings.
",northern renaissance
56,56,Influential_artworks/Northern_Renaissance/Holbein_Ambassadors_1533.jpg,Northern Renaissance,"The painting in question belongs to the Northern Renaissance art style. The high level of detail, use of symbolism, and inclusion of various objects that reflect the interests in science and humanism are characteristic features of Northern Renaissance works. This painting is also known for its use of complex perspective techniques.
",northern renaissance
57,57,Influential_artworks/Rococo/Tiepolo_Allegory_1752.jpg,Rococo,"This painting belongs to the Baroque art style. Baroque art is characterized by dramatic intensity, grandeur, and a rich use of color and light. The painting showcases dynamic composition, movement, and emotion, which are typical features of the Baroque style. The intricate details and the use of chiaroscuro (the contrast of light and dark) are also indicative of this period.
",baroque
58,58,Influential_artworks/Rococo/Watteau_Embarkation_1717.jpg,Rococo,"This painting belongs to the Rococo art style. Rococo is characterized by its elaborate ornamentation, light pastel colors, and themes of love, nature, and playful subjects. This particular painting, which features a decorative and idyllic outdoor scene with elegantly dressed figures, is typical of the Rococo style that flourished in the early to mid-18th century.
",rococo
59,59,Influential_artworks/Rococo/Boucher_Odalisque_1745.jpg,Rococo,"The painting you provided belongs to the Rococo art style. This style is characterized by lightness, elegance, and an exuberant use of curving, ornate forms in art, interior design, and architecture. Rococo art often depicted themes of love, classical myths, youth, and playfulness, and it frequently used soft colors, intricate designs, and a sense of movement. The work in the image exemplifies these characteristics with its use of pastel colors, sensuality, and elaborate details.
",rococo
60,60,Influential_artworks/Rococo/Fragonard_swing_1766.jpg,Rococo,"This painting, ""The Swing"" by Jean-Honoré Fragonard, belongs to the Rococo art style. Rococo art is characterized by its light-heartedness, ornate detail, pastel colors, and themes of love and nature. It emerged in early 18th-century France as a reaction against the grandeur and strict regulations of the Baroque style, emphasizing instead elegance, charm, and pleasure.
",rococo
61,61,Influential_artworks/Ukiyo-e/Hokusai_wave_1830.jpg,Ukiyo-E,"This painting is an example of the Ukiyo-e art style. Ukiyo-e is a genre of Japanese art that flourished from the 17th through 19th centuries. This particular piece is ""The Great Wave off Kanagawa"" by Katsushika Hokusai, which is one of the most famous works in the Ukiyo-e style. The style is characterized by its woodblock prints and paintings of subjects such as landscapes, the theater, and scenes from Japanese folklore and daily life.
",ukiyo-e
62,62,Influential_artworks/Pop_art/Paolozzi_richman_1947.jpg,Pop Art,"The painting in the image belongs to the **Pop Art** style. Pop Art emerged in the 1950s and became a major art movement in the 1960s. It is characterized by its focus on popular culture and mass media, often incorporating imagery from advertisements, comic strips, and everyday objects. The painting's use of vibrant colors, commercial art aesthetics, and incorporation of text and imagery from popular culture are all hallmarks of the Pop Art style.
",pop art
63,63,Influential_artworks/Pop_art/Warhol_campbell_1962.jpg,Pop Art,"This painting belongs to the Pop Art style. It features multiple renditions of Campbell's Soup cans, which is a well-known work by Andy Warhol, a central figure in the Pop Art movement. This art style is characterized by its use of popular culture imagery and recognizable brand icons.
",pop art
64,64,Influential_artworks/Pop_art/Hamilton_justwhat_1956.jpg,Pop Art,"This painting belongs to the Pop Art style. Pop Art is characterized by its use of imagery from popular and mass culture, including advertising, comic books, and mundane cultural objects. The painting you’ve shown uses collage techniques and incorporates various elements from popular culture, such as advertisements and media images, which are hallmarks of Pop Art.
",pop art
65,65,Influential_artworks/Pop_art/Lichtenstein_girl_1964.jpg,Pop Art,"The painting belongs to the Pop Art style. Pop Art is characterized by its focus on popular culture and often uses techniques and imagery drawn from mass media, advertising, and comic books. The use of bold primary colors and the Ben-Day dots technique (similar to those used in comic book printing) are typical features of this art movement.
",pop art
66,66,Influential_artworks/High_Renaissance/Michelangelo_sistine_1508.jpg,High Renaissance,"The painting in the image belongs to the Renaissance art style. This is the ceiling of the Sistine Chapel, which was painted by Michelangelo between 1508 and 1512. The Renaissance period is characterized by a revival of interest in the classical art and philosophy of Ancient Greece and Rome, and this work exemplifies the use of perspective, anatomy, and the depiction of classical themes that are hallmarks of the Renaissance.
",high renaissance
67,67,Influential_artworks/High_Renaissance/LeonardoDaVinci_LastSupper_1495.jpg,High Renaissance,"The painting shown belongs to the Renaissance art style. This particular work is ""The Last Supper"" (Italian: ""Il Cenacolo"" or ""L'Ultima Cena"") by Leonardo da Vinci, created in the late 15th century. The Renaissance period is characterized by a focus on humanism, the use of perspective, and emphasis on realistic anatomy and proportions.
",high renaissance
68,68,Influential_artworks/High_Renaissance/Giorgione_Tempest_1506.jpg,High Renaissance,"The painting in question is ""The Tempest"" by Giorgione, a notable example of Venetian Renaissance art. This art style is characterized by its use of vibrant colors, atmospheric landscapes, and a focus on light and shadow to create mood and depth. The Venetian Renaissance was distinct for its emphasis on rich, textured brushwork and the detailed representation of nature, as exemplified in this painting.
",expressionism
69,69,Influential_artworks/High_Renaissance/LeonardoDaVinci_MonaLisa_1503.jpg,High Renaissance,"The painting shown belongs to the Renaissance art style. The Renaissance was a cultural movement that began in Italy in the late 14th century and spread throughout Europe. It is characterized by a focus on classical art forms, humanism, realistic perspective, and a keen observation of the natural world. The painting style often includes balanced composition, realistic human figures, and an emphasis on light and shadow. This specific painting, ""Mona Lisa"" by Leonardo da Vinci, is one of the most famous examples of Renaissance art.
",high renaissance
70,70,Influential_artworks/High_Renaissance/Raphael_SchoolAthens_1509.jpg,High Renaissance,"This painting, ""The School of Athens"" by Raphael, belongs to the High Renaissance art style. The High Renaissance is characterized by the presence of classical influences, a focus on humanism, the use of perspective, and a balanced composition, all of which are abundantly evident in this masterpiece.
",high renaissance
71,71,Influential_artworks/Minimalism/Hesse_untitled_1967.jpg,Minimalism,"This painting is an example of minimalist art. Minimalism is an art style that emphasizes simplicity and focuses on the basic elements of an artwork, often using geometric shapes and a limited color palette. The use of grid patterns and repetitive forms in this painting aligns with the minimalist aesthetic, which aims to strip away complexity and present a clean, orderly visual experience.
",minimalism
72,72,Influential_artworks/Minimalism/Ryman_bentline.jpg,Minimalism,"The painting appears to belong to the art style known as Minimalism. Minimalism is characterized by simplicity, basic geometric shapes, and a focus on the essentials, often with an emphasis on the purity of form. The painting's clean lines and lack of detailed or complex elements are representative of this style.
",minimalism
73,73,Influential_artworks/Minimalism/Kelly_horizontal_1951.jpg,Minimalism,"This painting belongs to the Minimalism art style. Minimalism is characterized by simplicity, using a limited color palette, and employing simple geometric shapes or lines. The painting in question exemplifies these principles with its sparse composition and single horizontal line, emphasizing purity and the essence of form.
",minimalism
74,74,Influential_artworks/Minimalism/Smith_die_1962.jpg,Minimalism,"The image features a minimalist artwork, characterized by its simplicity, geometric shapes, and monochromatic color scheme. Minimalism is an art movement that emerged in the late 1950s and became prominent in the 1960s and 1970s. It emphasizes simplicity and focuses on the essence of the object, often reducing the forms to basic shapes and colors.
",minimalism
75,75,Influential_artworks/Color_field_painting/Louis_alpha_1961.jpg,Color Field Painting,"This painting belongs to the art style known as Color Field, which is a subset of Abstract Expressionism. Color Field paintings are characterized by large areas of a single color or simple, formal compositions designed to evoke an emotional response through the use of color alone. The painting shown exhibits large areas of color and simple geometric forms, which are consistent with the Color Field art style.
",color field painting
76,76,Influential_artworks/Color_field_painting/Newman_vir_1950.jpg,Color Field Painting,"This painting belongs to the art style known as Minimalism. Minimalism is characterized by simplicity, minimal use of color and form, and often an emphasis on geometric shapes and gridded compositions. This particular painting embodies these traits with its use of solid, monochromatic color and simple, vertical lines.
",minimalism
77,77,Influential_artworks/Realism/Millet_gleaners_1857.jpg,Realism,"The painting ""The Gleaners"" by Jean-François Millet belongs to the Realism art style. Realism was an art movement that emerged in the mid-19th century, focusing on representing subjects as they are, without idealization. This painting, created in 1857, depicts three peasant women gleaning the remains of a wheat harvest, illustrating the harsh reality of rural working-class life.
",realism
78,78,Influential_artworks/Realism/Manet_Olympia_1863.jpg,Realism,"This painting, titled ""Olympia"" by Édouard Manet, belongs to the **Realism** art style. Realism emerged in France in the 1840s as a reaction against the romantic and exaggerated depictions in earlier art. Manet's work is a notable example of this style, depicting everyday scenes and subjects with a focus on contemporary life and an unembellished approach.
",realism
79,79,Influential_artworks/Realism/Eakins_clinic_1875.jpg,Realism,"This painting, ""The Gross Clinic"" by Thomas Eakins, is an example of Realism. Realism is an art style that emerged in the mid-19th century, focusing on depicting subjects as they are in everyday life without embellishment or interpretation. This painting particularly captures a detailed and accurate representation of a surgical operation, a common theme in Realist art which often depicted ordinary, sometimes gritty, aspects of life.
",realism
